  -1.0471976e+00  -3.9269908e-01   0.0000000e+00
  -1.0470630e+00  -3.8486580e-01   0.0000000e+00
  -1.0466630e+00  -3.7780037e-01   0.0000000e+00
  -1.0460057e+00  -3.7147228e-01   0.0000000e+00
  -1.0450995e+00  -3.6584985e-01   0.0000000e+00
  -1.0439534e+00  -3.6090051e-01   0.0000000e+00
  -1.0425765e+00  -3.5659116e-01   0.0000000e+00
  -1.0409784e+00  -3.5288841e-01   0.0000000e+00
  -1.0391684e+00  -3.4975883e-01   0.0000000e+00
  -1.0371561e+00  -3.4716918e-01   0.0000000e+00
  -1.0349510e+00  -3.4508655e-01   0.0000000e+00
  -1.0325622e+00  -3.4347856e-01   0.0000000e+00
  -1.0299988e+00  -3.4231349e-01   0.0000000e+00
  -1.0272697e+00  -3.4156037e-01   0.0000000e+00
  -1.0243834e+00  -3.4118911e-01   0.0000000e+00
  -1.0213481e+00  -3.4117058e-01   0.0000000e+00
  -1.0181716e+00  -3.4147665e-01   0.0000000e+00
  -1.0148615e+00  -3.4208025e-01   0.0000000e+00
  -1.0114249e+00  -3.4295542e-01   0.0000000e+00
  -1.0078684e+00  -3.4407732e-01   0.0000000e+00
  -1.0041985e+00  -3.4542224e-01   0.0000000e+00
  -1.0004210e+00  -3.4696764e-01   0.0000000e+00
  -9.9654162e-01  -3.4869212e-01   0.0000000e+00
  -9.9256535e-01  -3.5057541e-01   0.0000000e+00
  -9.8849702e-01  -3.5259838e-01   0.0000000e+00
  -9.8434102e-01  -3.5474298e-01   0.0000000e+00
  -9.8010138e-01  -3.5699226e-01   0.0000000e+00
  -9.7578179e-01  -3.5933034e-01   0.0000000e+00
  -9.7138557e-01  -3.6174232e-01   0.0000000e+00
  -9.6691576e-01  -3.6421433e-01   0.0000000e+00
  -9.6237506e-01  -3.6673344e-01   0.0000000e+00
  -9.5776589e-01  -3.6928764e-01   0.0000000e+00
  -9.5309039e-01  -3.7186579e-01   0.0000000e+00
  -9.4835044e-01  -3.7445762e-01   0.0000000e+00
  -9.4354768e-01  -3.7705363e-01   0.0000000e+00
  -9.3868353e-01  -3.7964512e-01   0.0000000e+00
  -9.3375918e-01  -3.8222409e-01   0.0000000e+00
  -9.2877564e-01  -3.8478325e-01   0.0000000e+00
  -9.2373375e-01  -3.8731593e-01   0.0000000e+00
  -9.1863417e-01  -3.8981611e-01   0.0000000e+00
  -9.1347742e-01  -3.9227833e-01   0.0000000e+00
  -9.0826390e-01  -3.9469766e-01   0.0000000e+00
  -9.0299387e-01  -3.9706970e-01   0.0000000e+00
  -8.9766750e-01  -3.9939052e-01   0.0000000e+00
  -8.9228486e-01  -4.0165663e-01   0.0000000e+00
  -8.8684595e-01  -4.0386495e-01   0.0000000e+00
  -8.8135069e-01  -4.0601280e-01   0.0000000e+00
  -8.7579896e-01  -4.0809784e-01   0.0000000e+00
  -8.7019059e-01  -4.1011807e-01   0.0000000e+00
  -8.6452537e-01  -4.1207180e-01   0.0000000e+00
  -8.5880306e-01  -4.1395760e-01   0.0000000e+00
  -8.5302341e-01  -4.1577434e-01   0.0000000e+00
  -8.4718617e-01  -4.1752108e-01   0.0000000e+00
  -8.4129107e-01  -4.1919713e-01   0.0000000e+00
  -8.3533786e-01  -4.2080199e-01   0.0000000e+00
  -8.2932630e-01  -4.2233535e-01   0.0000000e+00
  -8.2325616e-01  -4.2379705e-01   0.0000000e+00
